,Australia,Canada,Ireland,UK,USA,Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,GDP,Politics,Poverty,Serious assault,Sexual violence,Unemployment_Rate,Alcohol,CNS_depressants,CNS_stimulants,Cannabis,Nicotine,Hallucinogens
10,0,0,0,1,0,1,1,2,-1.0939385618276496,0.7901609095867898,-0.8925538724513543,-0.7752326925083156,1.6442202308481129,0.19992678647165357,0.10560191940339046,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,5,1,2,2,2,0
11,0,0,0,1,0,4,1,2,2.2037855544089933,0.2004061610145462,0.5088084472811363,-1.7070985282329216,-0.8082731858845017,1.3437175949587439,0.10560191940339046,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,5,4,1,3,6,1
12,0,1,0,0,0,4,1,1,-0.8740902874118733,0.7901609095867898,0.12661872371772975,0.9331880063201288,2.5098061426360947,-0.7404006838327677,-0.8469410331317478,-0.20096470177398273,3.2684191108303335,-0.16420026819859837,-0.4329693613099922,-1.5866353371911508,0.37590554924011044,1,0,0,0,1,0
13,0,0,0,1,0,4,1,1,-0.9840144246197614,1.3799156581590335,0.5088084472811363,-0.619921719887548,1.4999559122167827,1.3437175949587439,0.8105992961647194,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.05963741630212597,6,0,0,0,6,0
14,0,0,0,1,0,4,-1,2,-1.863407522282866,-1.5688580847021845,-1.2747435960147608,-1.085854637749851,1.0671629563227918,-0.7404006838327677,-0.5174013201951875,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,2,2,1,0,0
15,0,0,0,1,0,2,1,1,-1.5336351106592019,-0.8316646489868801,-1.4021401705358962,0.31194411583705806,0.7786343190601313,-0.22636942492595227,-2.114039946208347,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.05963741630212597,6,1,0,3,6,0
16,0,0,0,1,0,3,-1,0,0.554923496290672,-1.2739807104160628,-0.12817442532454126,-0.4646107472667803,-1.529594779041153,-1.4358834999725854,-0.8469410331317478,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,6,2,1,6,6,1
17,1,0,0,0,0,4,-1,2,1.4343165939537768,-0.0944712132715756,-0.0007778508034057541,-2.017720473474457,-1.6738590976724832,-0.7404006838327677,-0.19841296618613016,-0.13638948969672737,2.492987846999751,-1.1305207357620253,-0.3741037156733559,-0.7035207529183001,-1.0789401017534468,6,2,2,3,0,1
18,0,0,0,1,0,2,-1,1,-0.4343937385803209,-1.8637354589883064,-2.039123043141574,-2.017720473474457,0.7786343190601313,-1.4358834999725854,-2.114039946208347,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,4,0,6,1,1,0
19,0,0,0,1,0,3,-1,1,-0.8740902874118733,0.7901609095867898,0.7636015963234073,1.5544318968031994,-1.2410661417784925,0.19992678647165357,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,6,1,1,2,3,1
20,0,0,0,1,0,5,-1,0,-1.2038626990355377,0.495283535300668,-0.8925538724513543,-0.619921719887548,1.6442202308481129,-0.22636942492595227,-1.1909091637830127,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,5,0,0,1,1,1
21,0,0,0,1,0,3,-1,2,0.4449993590827839,-0.9791033361299409,-0.6377607234090833,1.0884989789408965,-0.952537504515832,-0.7404006838327677,0.10560191940339046,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,4,0,0,0,0,0
22,0,0,0,1,0,3,-1,0,1.654164868369553,-3.4855610175619764,-1.0199504469724898,0.31194411583705806,-1.0968018231471621,-1.4358834999725854,-1.5690920811319418,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,6,5,2,2,6,1
23,0,0,0,1,0,4,-1,2,-0.2145454641645447,0.6427222224437289,1.1457913198868137,0.7778770336993611,1.3556915935854523,-0.22636942492595227,-0.5174013201951875,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,1,1,1,6,1
24,0,0,0,1,0,3,-1,1,-0.8740902874118733,-0.38934858755769736,-1.0199504469724898,0.9331880063201288,0.057312725903479925,-0.22636942492595227,0.4363448574808065,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,5,2,3,1,1,2
25,0,1,0,0,0,4,1,0,-0.1046213269566566,-1.7162967718452455,-2.6761059157472515,-0.7752326925083156,0.634370000428801,0.19992678647165357,-1.5690920811319418,-0.20096470177398273,3.2684191108303335,-0.16420026819859837,-0.4329693613099922,-1.5866353371911508,2.5623048498351904,6,2,0,1,6,0
26,0,0,0,1,0,2,-1,2,0.554923496290672,-1.2739807104160628,0.12661872371772975,0.0013221705955227157,-2.3951806908291347,1.9364752991524572,0.4363448574808065,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,6,2,2,6,2,3
27,0,0,0,1,0,2,1,2,0.005302810251231498,-1.5688580847021845,-0.5103641488879478,0.31194411583705806,1.2114272749541222,0.19992678647165357,-0.5174013201951875,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,6,0,0,1,0,0
28,0,0,0,1,0,3,-1,2,-1.3137868362434257,1.6747930324451552,0.8909981708445428,0.9331880063201288,1.6442202308481129,-0.22636942492595227,-0.5174013201951875,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,0,0,0,0,0,0
29,0,0,0,1,0,3,-1,0,0.3350752218748958,-0.8316646489868801,-1.0199504469724898,-1.551787555612154,-0.6640088672531714,-1.4358834999725854,0.10560191940339046,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,6,1,1,2,2,1
30,0,0,0,1,0,2,-1,2,-0.8740902874118733,-1.2739807104160628,0.12661872371772975,0.4672550884578257,0.057312725903479925,0.19992678647165357,-0.8469410331317478,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,6,1,1,3,6,1
31,0,0,0,1,0,0,-1,2,0.4449993590827839,-0.24190990041463648,0.38141187276000077,1.243809951561664,-0.08695159272785034,-0.7404006838327677,-1.5690920811319418,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,6,0,0,0,0,0
32,0,0,0,0,1,2,-1,2,1.1045441823301125,0.6427222224437289,0.8909981708445428,-3.104897281819831,-0.8082731858845017,0.5505653027620172,1.9997662424259004,1.3984963065148321,0.20536101914458768,1.4517202461215146,1.4557956777221006,-1.1661356321147156,-0.832681787716595,4,2,2,2,5,1
33,0,0,0,1,0,5,-1,0,-0.3244696013724328,-0.8316646489868801,-2.1665196176627095,-0.3092997746460126,-0.8082731858845017,0.5505653027620172,-1.5690920811319418,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,3,0,0,0,6,0
34,0,0,0,1,0,2,-1,2,-0.3244696013724328,-0.5367872747007583,-0.0007778508034057541,0.0013221705955227157,-1.6738590976724832,-0.22636942492595227,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,6,0,0,0,0,0
35,0,0,0,0,1,4,-1,0,0.3350752218748958,0.34784484815760713,1.0183947453656783,0.15663314321629038,-0.6640088672531714,0.5505653027620172,-0.5174013201951875,1.3984963065148321,0.20536101914458768,1.4517202461215146,1.4557956777221006,-1.1661356321147156,1.0894059675690493,6,2,1,3,6,1
36,0,0,0,1,0,3,-1,2,-1.5336351106592019,1.2324769710159724,0.38141187276000077,0.0013221705955227157,0.7786343190601313,-0.22636942492595227,-0.8469410331317478,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,6,0,1,1,1,1
37,0,0,0,1,0,5,1,1,-0.3244696013724328,-0.9791033361299409,-0.8925538724513543,-0.7752326925083156,0.4901056817974707,-1.4358834999725854,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.05963741630212597,6,0,4,1,1,0
38,0,0,0,1,0,2,-1,2,0.005302810251231498,-0.38934858755769736,0.12661872371772975,-2.1730314460952247,0.7786343190601313,-0.7404006838327677,0.10560191940339046,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,2,1,0,1,0
39,0,0,0,1,0,2,1,2,0.8846959079143363,0.05296747387148531,1.0183947453656783,1.7097428694239671,-0.3754802299905109,-0.22636942492595227,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,4,0,0,0,1,0
40,0,0,0,1,0,2,-1,2,-0.2145454641645447,-0.9791033361299409,-1.0199504469724898,0.0013221705955227157,-0.6640088672531714,-0.22636942492595227,-0.5174013201951875,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,6,5,6,2,1,0
41,0,0,0,1,0,2,-1,1,-0.9840144246197614,-0.5367872747007583,-0.12817442532454126,-0.15398880202524495,-1.0968018231471621,-0.22636942492595227,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,6,2,3,3,6,2
42,0,0,0,1,0,1,-1,2,-1.0939385618276496,1.3799156581590335,0.5088084472811363,1.243809951561664,0.9228986376914615,-0.22636942492595227,0.10560191940339046,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,0,0,0,2,0
43,0,0,0,1,0,1,1,2,-0.544317875788209,0.495283535300668,1.1457913198868137,0.9331880063201288,1.4999559122167827,-1.4358834999725854,-2.114039946208347,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,5,0,0,0,0,0
44,0,1,0,0,0,3,1,1,0.3350752218748958,0.6427222224437289,-0.8925538724513543,0.31194411583705806,1.3556915935854523,-0.7404006838327677,-0.8469410331317478,-0.20096470177398273,3.2684191108303335,-0.16420026819859837,-0.4329693613099922,-1.5866353371911508,0.37590554924011044,3,0,1,1,2,1
45,0,0,0,1,0,3,-1,2,-1.863407522282866,0.7901609095867898,0.38141187276000077,0.9331880063201288,1.0671629563227918,-2.658608804606211,-1.1909091637830127,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,0,0,1,0,0
46,0,0,0,1,0,3,-1,0,0.1152269474591196,-0.8316646489868801,-0.12817442532454126,-0.15398880202524495,-0.6640088672531714,0.19992678647165357,-0.8469410331317478,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,6,1,1,5,6,1
47,0,0,0,1,0,1,1,2,0.8846959079143363,-0.5367872747007583,-1.6569333195781673,-0.9305436651290834,0.34584136316614045,0.5505653027620172,1.2829422937672728,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,6,0,0,0,5,0
48,0,0,0,1,0,2,-1,2,1.1045441823301125,-0.0944712132715756,-0.0007778508034057541,-1.2411656103706186,0.057312725903479925,-0.7404006838327677,-0.8469410331317478,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,6,2,3,3,6,3
49,0,1,0,0,0,3,-1,1,1.2144683195380006,0.9375995967298507,-0.3829675743668123,-0.9305436651290834,-2.106652053566474,1.9364752991524572,1.9997662424259004,-0.20096470177398273,3.2684191108303335,-0.16420026819859837,-0.4329693613099922,-1.5866353371911508,0.7911604672065758,2,1,1,2,2,1
50,0,0,0,1,0,4,1,2,-0.2145454641645447,0.05296747387148531,-1.1473470214936252,0.31194411583705806,-0.8082731858845017,0.5505653027620172,-1.5690920811319418,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,5,0,0,0,1,0
51,0,0,0,1,0,3,-1,2,-1.4237109734513138,-0.0944712132715756,1.0183947453656783,0.31194411583705806,0.34584136316614045,-0.22636942492595227,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,1,1,1,1,1
52,0,0,0,1,0,4,-1,0,0.005302810251231498,1.0850382838729116,-0.3829675743668123,-1.085854637749851,-1.2410661417784925,1.3437175949587439,1.2829422937672728,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,6,0,6,2,1,1
53,0,0,0,1,0,4,1,1,0.005302810251231498,-0.6842259618438192,-0.8925538724513543,-0.4646107472667803,-0.3754802299905109,-1.4358834999725854,-2.114039946208347,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.05963741630212597,3,0,0,0,0,0
54,0,0,0,1,0,2,1,1,0.005302810251231498,0.05296747387148531,-1.4021401705358962,0.0013221705955227157,0.34584136316614045,-1.4358834999725854,-1.5690920811319418,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.05963741630212597,5,0,0,0,0,0
55,0,0,0,1,0,1,1,2,-0.6542420129960971,0.6427222224437289,-1.6569333195781673,0.31194411583705806,0.7786343190601313,-0.7404006838327677,-0.5174013201951875,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,1,0,0,0,0,0
56,0,0,0,1,0,3,-1,0,0.2251510846670077,0.6427222224437289,0.12661872371772975,-0.4646107472667803,-0.3754802299905109,1.9364752991524572,1.2829422937672728,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,5,3,5,5,6,2
57,0,0,0,1,0,3,-1,2,-0.544317875788209,-1.2739807104160628,-1.0199504469724898,-1.7070985282329216,-0.08695159272785034,-1.4358834999725854,-1.5690920811319418,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,0,0,0,0,0
58,0,0,0,1,0,1,1,2,1.4343165939537768,0.34784484815760713,0.38141187276000077,-0.3092997746460126,-0.23121591135918063,-1.4358834999725854,0.10560191940339046,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,5,3,0,0,1,0
59,0,0,0,1,0,3,-1,2,-1.9733316594907542,1.5273543453020944,1.1457913198868137,0.15663314321629038,1.2114272749541222,-1.4358834999725854,-1.1909091637830127,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,0,1,1,0,1
60,0,0,0,1,0,1,-1,2,-0.6542420129960971,-1.4214193975591236,-1.5295367450570319,-1.3964765829913863,0.4901056817974707,-1.4358834999725854,-1.1909091637830127,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,0,0,0,4,0
61,0,0,0,1,0,3,-1,2,1.1045441823301125,-0.24190990041463648,-0.5103641488879478,-0.619921719887548,0.057312725903479925,-1.4358834999725854,-1.1909091637830127,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,0,0,0,0,0
62,0,0,0,1,0,3,-1,2,-1.5336351106592019,0.495283535300668,1.0183947453656783,-0.4646107472667803,0.9228986376914615,-1.4358834999725854,-0.5174013201951875,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,6,1,4,6,1,1
63,0,0,0,1,0,2,-1,1,0.7747717707064482,0.495283535300668,-0.6377607234090833,1.0884989789408965,0.634370000428801,0.5505653027620172,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,5,3,0,0,0,0
64,0,0,0,1,0,3,-1,0,-1.0939385618276496,-0.6842259618438192,-0.8925538724513543,1.243809951561664,0.4901056817974707,-0.7404006838327677,-1.1909091637830127,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,4,0,0,0,0,0
65,0,0,0,1,0,1,-1,2,-0.4343937385803209,-0.24190990041463648,1.0183947453656783,-0.9305436651290834,-0.08695159272785034,0.9160898580594568,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,1,1,2,5,1
66,0,0,0,1,0,3,1,0,-0.1046213269566566,-0.6842259618438192,-1.4021401705358962,0.31194411583705806,0.057312725903479925,-1.4358834999725854,-0.8469410331317478,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.2071497539027736,6,6,0,0,1,0
67,0,0,0,1,0,1,-1,1,-0.4343937385803209,-0.24190990041463648,0.25401529823886526,-2.017720473474457,-0.23121591135918063,0.5505653027620172,0.8105992961647194,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,6,2,3,2,2,2
68,0,1,0,0,0,3,1,0,-0.544317875788209,1.0850382838729116,-0.12817442532454126,1.0884989789408965,0.20157704453481018,-2.658608804606211,-0.8469410331317478,-0.20096470177398273,3.2684191108303335,-0.16420026819859837,-0.4329693613099922,-1.5866353371911508,2.5623048498351904,5,0,0,1,6,0
69,0,0,0,1,0,3,-1,0,-1.5336351106592019,0.9375995967298507,0.12661872371772975,0.4672550884578257,0.9228986376914615,0.19992678647165357,0.4363448574808065,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,6,1,1,1,2,0
70,0,0,0,1,0,3,-1,1,-0.7641661502039852,-0.5367872747007583,-0.12817442532454126,0.31194411583705806,1.0671629563227918,-0.7404006838327677,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,6,0,0,0,1,0
71,0,0,0,1,0,5,1,0,-1.2038626990355377,-1.8637354589883064,-2.4213127667049803,-1.551787555612154,0.34584136316614045,0.5505653027620172,-2.114039946208347,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.2071497539027736,3,0,0,0,1,0
72,0,0,0,1,0,1,-1,2,-0.2145454641645447,0.2004061610145462,-1.2747435960147608,-0.7752326925083156,-0.3754802299905109,0.5505653027620172,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,5,0,0,1,0,0
73,0,1,0,0,0,3,1,0,-0.4343937385803209,-0.6842259618438192,-1.2747435960147608,0.4672550884578257,0.634370000428801,-2.658608804606211,-2.114039946208347,-0.20096470177398273,3.2684191108303335,-0.16420026819859837,-0.4329693613099922,-1.5866353371911508,2.5623048498351904,4,0,0,0,6,0
74,0,0,0,1,0,2,-1,2,0.1152269474591196,-1.7162967718452455,-0.3829675743668123,-1.2411656103706186,-0.3754802299905109,-0.22636942492595227,-2.114039946208347,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-0.9418273401730376,3,0,1,2,6,1
75,0,0,0,1,0,2,-1,1,-0.8740902874118733,-0.8316646489868801,-1.7843298940993029,-1.7070985282329216,-2.3951806908291347,-2.658608804606211,-1.1909091637830127,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,6,1,1,1,3,0
76,0,0,0,1,0,2,-1,1,-0.4343937385803209,-0.8316646489868801,-1.6569333195781673,1.0884989789408965,-0.6640088672531714,-0.22636942492595227,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,5,0,0,0,1,0
77,0,1,0,0,0,5,1,2,0.005302810251231498,0.34784484815760713,0.5088084472811363,-0.15398880202524495,1.3556915935854523,-0.22636942492595227,-0.19841296618613016,-0.20096470177398273,3.2684191108303335,-0.16420026819859837,-0.4329693613099922,-1.5866353371911508,-0.4205785355485637,6,3,1,1,0,0
78,0,0,0,1,0,4,1,2,-0.8740902874118733,-1.2739807104160628,0.12661872371772975,-0.9305436651290834,-0.08695159272785034,0.9160898580594568,0.4363448574808065,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,5,1,1,2,1,1
79,0,1,0,0,0,4,-1,2,-1.863407522282866,1.3799156581590335,-0.7651572979302188,0.6225660610785934,1.3556915935854523,-0.22636942492595227,-1.1909091637830127,-0.20096470177398273,3.2684191108303335,-0.16420026819859837,-0.4329693613099922,-1.5866353371911508,-0.19142489317505693,5,0,0,0,0,0
80,0,0,0,1,0,4,1,0,1.1045441823301125,-0.9791033361299409,-0.8925538724513543,1.3991209241824318,-1.8181234163038136,0.19992678647165357,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.2071497539027736,3,5,0,1,6,0
81,0,0,0,1,0,3,-1,0,-0.4343937385803209,0.2004061610145462,-0.12817442532454126,-0.3092997746460126,-0.08695159272785034,-1.4358834999725854,0.10560191940339046,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,5,0,0,2,0,0
82,0,0,0,1,0,1,1,0,-0.544317875788209,0.05296747387148531,-1.2747435960147608,0.15663314321629038,0.4901056817974707,0.5505653027620172,1.2829422937672728,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.2071497539027736,3,1,0,1,6,0
83,0,0,0,1,0,2,-1,1,0.7747717707064482,-0.0944712132715756,-0.8925538724513543,0.15663314321629038,-0.08695159272785034,-0.22636942492595227,0.4363448574808065,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.2095098345616311,5,1,0,1,6,0
84,0,0,0,1,0,4,-1,0,-0.9840144246197614,0.2004061610145462,-0.25557099984567677,-0.3092997746460126,0.34584136316614045,-0.7404006838327677,0.4363448574808065,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,1.823070927268552,5,0,0,1,0,0
85,0,0,0,1,0,2,1,1,0.3350752218748958,-2.0111741461313675,-1.1473470214936252,-0.7752326925083156,-0.5197445486218412,-1.4358834999725854,-2.114039946208347,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,0.05963741630212597,3,1,0,2,1,1
86,0,0,0,1,0,2,1,2,0.9946200451222243,-0.5367872747007583,0.38141187276000077,-0.619921719887548,-0.23121591135918063,0.5505653027620172,-0.19841296618613016,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,5,2,1,0,0,1
87,0,0,0,1,0,2,1,2,1.4343165939537768,0.34784484815760713,0.7636015963234073,0.31194411583705806,-0.8082731858845017,-1.4358834999725854,0.10560191940339046,-0.7578031963265918,-0.5622025191070541,-0.6748311507237543,-0.6866068062512936,0.8220482943207768,-1.013367093927779,6,0,0,3,4,0
